timestamp,temperature,light_intensity,object_detected
2025-09-08 18:12:05,30.9,283,False
2025-09-08 18:12:05,30.9,284,False
2025-09-08 18:12:05,30.9,282,False
2025-09-08 18:12:05,30.9,283,False
2025-09-08 18:12:05,30.9,281,False
2025-09-08 18:12:05,30.9,255,False
2025-09-08 18:12:05,30.9,263,False
2025-09-08 18:12:05,30.9,259,False
2025-09-08 18:12:05,30.9,255,False
2025-09-08 18:12:05,30.9,257,False
2025-09-08 18:12:05,30.9,255,False
2025-09-08 18:12:05,30.9,263,False
2025-09-08 18:12:05,30.9,256,False
2025-09-08 18:12:05,30.9,255,False
2025-09-08 18:12:05,30.9,283,False
2025-09-08 18:12:05,30.9,256,False
2025-09-08 18:12:05,30.9,257,False
2025-09-08 18:12:05,30.9,285,False
2025-09-08 18:12:05,30.9,283,False
2025-09-08 18:12:05,30.9,283,False
2025-09-08 18:12:05,30.9,283,False
2025-09-08 18:12:05,30.9,284,False
2025-09-08 18:12:05,30.9,284,False
2025-09-08 18:12:05,30.9,281,False
2025-09-08 18:12:05,30.9,284,False
2025-09-08 18:12:06,30.9,284,False
2025-09-08 18:12:06,30.9,283,False
2025-09-08 18:12:06,30.9,283,False
2025-09-08 18:12:06,30.9,285,False
2025-09-08 18:12:06,30.9,284,False
2025-09-08 18:12:06,30.9,257,False
2025-09-08 18:12:06,30.9,284,False
2025-09-08 18:12:06,30.9,279,False
2025-09-08 18:12:06,30.9,284,False
2025-09-08 18:12:06,30.9,285,False
2025-09-08 18:12:06,30.9,257,False
2025-09-08 18:12:06,30.9,286,False
2025-09-08 18:12:06,30.9,262,False
2025-09-08 18:12:06,30.9,285,False
2025-09-08 18:12:06,30.9,285,False
2025-09-08 18:12:06,30.9,286,False
2025-09-08 18:12:06,30.9,285,False
2025-09-08 18:12:06,30.9,281,False
2025-09-08 18:12:06,30.9,282,False
2025-09-08 18:12:06,30.9,285,False
2025-09-08 18:12:06,30.9,285,False
2025-09-08 18:12:06,30.9,284,False
2025-09-08 18:12:06,30.9,284,False
2025-09-08 18:12:07,30.9,282,False
2025-09-08 18:12:07,30.9,284,False
2025-09-08 18:12:07,30.9,284,False
2025-09-08 18:12:07,30.9,286,False
2025-09-08 18:12:07,30.9,283,False
2025-09-08 18:12:07,30.9,285,False
2025-09-08 18:12:07,30.9,284,False
2025-09-08 18:12:07,30.9,286,False
2025-09-08 18:12:07,30.9,284,False
2025-09-08 18:12:07,30.9,285,False
2025-09-08 18:12:07,30.9,279,False
2025-09-08 18:12:07,30.9,286,False
2025-09-08 18:12:07,30.9,285,False
2025-09-08 18:12:07,30.9,285,False
2025-09-08 18:12:07,30.9,283,False
2025-09-08 18:12:07,30.9,283,False
2025-09-08 18:12:07,30.9,284,False
2025-09-08 18:12:07,30.9,285,False
2025-09-08 18:12:07,30.9,285,False
2025-09-08 18:12:07,30.9,254,False
2025-09-08 18:12:07,30.9,283,False
2025-09-08 18:12:07,30.9,286,False
2025-09-08 18:12:08,30.9,285,False
2025-09-08 18:12:08,30.9,286,False
2025-09-08 18:12:08,30.9,263,False
2025-09-08 18:12:08,30.9,283,False
2025-09-08 18:12:08,30.9,279,False
2025-09-08 18:12:08,30.9,285,False
2025-09-08 18:12:08,30.9,284,False
2025-09-08 18:12:08,30.9,286,False
2025-09-08 18:12:08,30.9,284,False
2025-09-08 18:12:08,30.9,284,False
2025-09-08 18:12:08,30.9,285,False
2025-09-08 18:12:08,30.9,284,False
2025-09-08 18:12:08,30.9,285,False
2025-09-08 18:12:08,30.9,282,False
2025-09-08 18:12:08,30.9,282,False
2025-09-08 18:12:08,30.9,283,False
2025-09-08 18:12:08,30.9,285,False
2025-09-08 18:12:08,30.9,285,False
2025-09-08 18:12:08,30.9,281,False
2025-09-08 18:12:08,30.9,284,False
2025-09-08 18:12:08,30.9,285,False
2025-09-08 18:12:08,30.9,285,False
2025-09-08 18:12:09,30.9,285,False
2025-09-08 18:12:09,30.9,283,False
2025-09-08 18:12:09,31.0,285,False
2025-09-08 18:12:09,31.0,286,False
2025-09-08 18:12:09,31.0,285,False
2025-09-08 18:12:09,31.0,285,False
2025-09-08 18:12:09,31.0,285,False
2025-09-08 18:12:09,31.0,286,False
2025-09-08 18:12:09,31.0,285,False
2025-09-08 18:12:09,31.0,284,False
2025-09-08 18:12:09,31.0,280,False
2025-09-08 18:12:09,31.0,284,False
2025-09-08 18:12:09,31.0,285,False
2025-09-08 18:12:09,31.0,285,False
2025-09-08 18:12:09,31.0,286,False
2025-09-08 18:12:09,31.0,282,False
2025-09-08 18:12:09,31.0,285,False
2025-09-08 18:12:09,31.0,285,False
2025-09-08 18:12:09,31.0,285,False
2025-09-08 18:12:09,31.0,284,False
2025-09-08 18:12:09,31.0,284,False
2025-09-08 18:12:09,31.0,284,False
2025-09-08 18:12:09,31.0,281,False
2025-09-08 18:12:09,31.0,286,False
2025-09-08 18:12:10,31.0,284,False
2025-09-08 18:12:10,31.0,285,False
2025-09-08 18:12:10,31.0,283,False
2025-09-08 18:12:10,31.0,283,False
2025-09-08 18:12:10,31.0,284,False
2025-09-08 18:12:10,31.0,285,False
2025-09-08 18:12:10,31.0,284,False
2025-09-08 18:12:10,31.0,281,False
2025-09-08 18:12:10,31.0,283,False
2025-09-08 18:12:10,31.0,286,False
2025-09-08 18:12:10,31.0,284,False
2025-09-08 18:12:10,31.0,284,False
2025-09-08 18:12:10,31.0,285,False
2025-09-08 18:12:10,31.0,285,False
2025-09-08 18:12:10,31.0,285,False
2025-09-08 18:12:10,31.0,285,False
2025-09-08 18:12:10,31.0,253,False
2025-09-08 18:12:10,31.0,284,False
2025-09-08 18:12:10,31.0,285,False
2025-09-08 18:12:10,31.0,286,False
2025-09-08 18:12:10,31.0,285,False
2025-09-08 18:12:10,31.0,256,False
2025-09-08 18:12:10,31.0,285,False
2025-09-08 18:12:11,31.0,286,False
2025-09-08 18:12:11,31.0,284,False
2025-09-08 18:12:11,31.0,281,False
2025-09-08 18:12:11,31.0,278,False
2025-09-08 18:12:11,31.0,285,False
2025-09-08 18:12:11,31.0,252,False
2025-09-08 18:12:11,31.0,286,False
2025-09-08 18:12:11,31.0,253,False
2025-09-08 18:12:11,31.0,284,False
2025-09-08 18:12:11,31.0,285,False
2025-09-08 18:12:11,31.0,287,False
2025-09-08 18:12:11,31.0,285,False
2025-09-08 18:12:11,31.0,259,False
2025-09-08 18:12:11,31.0,284,False
2025-09-08 18:12:11,31.0,286,False
2025-09-08 18:12:11,31.0,285,False
2025-09-08 18:12:11,31.0,286,False
2025-09-08 18:12:11,31.0,286,False
2025-09-08 18:12:11,31.0,282,False
2025-09-08 18:12:11,31.0,284,False
2025-09-08 18:12:11,31.0,282,False
2025-09-08 18:12:11,31.0,286,False
2025-09-08 18:12:11,31.0,286,False
2025-09-08 18:12:12,31.0,285,False
2025-09-08 18:12:12,31.0,285,False
2025-09-08 18:12:12,31.0,285,False
2025-09-08 18:12:12,31.0,285,False
2025-09-08 18:12:12,31.0,285,False
2025-09-08 18:12:12,31.0,284,False
2025-09-08 18:12:12,31.0,286,False
2025-09-08 18:12:12,31.0,283,False
2025-09-08 18:12:12,31.0,285,False
2025-09-08 18:12:12,31.0,284,False
2025-09-08 18:12:12,31.0,285,False
2025-09-08 18:12:12,31.0,285,False
2025-09-08 18:12:12,31.0,284,False
2025-09-08 18:12:12,31.0,282,False
2025-09-08 18:12:12,31.0,285,False
2025-09-08 18:12:12,31.0,284,False
2025-09-08 18:12:12,31.0,285,False
2025-09-08 18:12:12,31.0,281,False
2025-09-08 18:12:12,31.0,285,False
2025-09-08 18:12:12,31.0,285,False
2025-09-08 18:12:12,31.0,286,False
2025-09-08 18:12:12,31.0,285,False
2025-09-08 18:12:12,31.0,284,False
2025-09-08 18:12:13,31.0,285,False
2025-09-08 18:12:15,31.0,285,False
2025-09-08 18:12:15,31.0,286,False
2025-09-08 18:12:15,31.0,281,False
2025-09-08 18:12:15,31.0,252,False
2025-09-08 18:12:15,31.0,286,False
2025-09-08 18:12:15,31.0,285,False
2025-09-08 18:12:15,31.0,286,False
2025-09-08 18:12:15,31.0,286,False
2025-09-08 18:12:16,31.0,284,False
2025-09-08 18:12:16,31.0,285,False
2025-09-08 18:12:16,31.0,285,False
2025-09-08 18:12:16,31.0,286,False
2025-09-08 18:12:16,31.0,285,False
2025-09-08 18:12:16,31.0,286,False
2025-09-08 18:12:16,31.0,285,False
2025-09-08 18:12:16,31.0,285,False
2025-09-08 18:12:16,31.0,285,False
2025-09-08 18:12:16,31.0,285,False
2025-09-08 18:12:16,31.0,284,False
2025-09-08 18:12:16,31.0,285,False
2025-09-08 18:12:16,31.0,284,False
2025-09-08 18:12:16,31.0,286,False
2025-09-08 18:12:16,31.0,285,False
